수강번호,학습자ID,이름,부서,직급,회사,강좌ID,강좌명,카테고리,강사명,난이도,등록일,시작일,완료일,학습시간(시간),진행률(%),시험점수,과제점수,참여도,합격여부
E00518,L0051,직원51,영업팀,대리,회사1,C043,직장 예절 강좌 43,기본소양,한강사,고급,2026-02-12,2026-02-12,2026-03-15,6,100,79.0,88.0,보통,합격
E00519,L0072,직원72,인사팀,과장,회사1,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2025-06-20,,,2,0,,,,
E00520,L0113,직원113,영업팀,사원,회사2,C033,리더십 강좌 33,리더십,정강사,중급,2026-04-30,2026-04-30,2026-05-01,4,100,78.0,94.0,높음,불합격
E00521,L0140,직원140,인사팀,대리,회사2,C022,기술 강좌 22,직장 예절,이강사,초급,2025-11-08,2025-11-08,,2,31,,,,
E00522,L0065,직원65,인사팀,주임,회사3,C029,직장 예절 강좌 29,리더십,박강사,초급,2025-11-18,2025-11-18,,10,20,,,,
E00523,L0078,직원78,기획팀,부장,회사3,C009,직장 예절 강좌 9,언어,이강사,중급,2026-02-06,2026-02-06,2026-02-26,10,100,78.0,74.0,보통,합격
E00524,L0083,직원83,기획팀,사원,회사3,C013,직무 스킬 강좌 13,리더십,김강사,중급,2025-10-07,2025-10-07,2025-10-28,2,100,91.0,73.0,보통,합격
E00525,L0015,직원15,재무팀,주임,회사3,C045,기술 강좌 45,언어,한강사,초급,2026-05-06,2026-05-06,,2,45,,,,
E00526,L0069,직원69,기획팀,과장,회사3,C010,언어 강좌 10,언어,이강사,중급,2025-10-13,2025-10-13,2025-12-02,8,100,97.0,93.0,보통,합격
E00527,L0062,직원62,개발팀,과장,회사3,C004,기술 강좌 4,기본소양,이강사,초급,2025-06-21,2025-06-21,2025-06-23,6,100,80.0,74.0,낮음,합격
E00528,L0144,직원144,기획팀,부장,회사3,C021,언어 강좌 21,리더십,최강사,중급,2025-12-30,2025-12-30,2026-01-10,12,100,67.0,80.0,보통,불합격
E00529,L0189,직원189,재무팀,사원,회사1,C034,기술 강좌 34,직무 스킬,정강사,초급,2025-09-21,2025-09-21,,2,88,,,,
E00530,L0123,직원123,영업팀,부장,회사2,C012,기본소양 강좌 12,리더십,김강사,중급,2026-03-27,2026-03-27,,12,15,,,,
E00531,L0193,직원193,재무팀,부장,회사2,C038,직무 스킬 강좌 38,언어,한강사,중급,2025-06-20,2025-06-20,,8,20,,,,
E00532,L0073,직원73,마케팅팀,과장,회사3,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-01-28,2026-01-28,,2,90,,,,
E00533,L0170,직원170,재무팀,부장,회사2,C006,리더십 강좌 6,기본소양,정강사,초급,2025-07-22,2025-07-22,,4,17,,,,
E00534,L0109,직원109,개발팀,사원,회사3,C012,기본소양 강좌 12,리더십,김강사,중급,2025-06-22,2025-06-22,,12,98,,,,
E00535,L0144,직원144,기획팀,부장,회사3,C009,직장 예절 강좌 9,언어,이강사,중급,2025-11-06,,,10,0,,,,
E00536,L0137,직원137,개발팀,부장,회사1,C009,직장 예절 강좌 9,언어,이강사,중급,2026-05-25,2026-05-25,2026-07-06,10,100,68.0,78.0,높음,합격
E00537,L0037,직원37,재무팀,부장,회사3,C023,리더십 강좌 23,직장 예절,박강사,중급,2025-12-06,2025-12-06,2026-01-21,10,100,95.0,88.0,높음,합격
E00538,L0016,직원16,마케팅팀,과장,회사3,C050,언어 강좌 50,기술,박강사,중급,2026-06-08,2026-06-08,2026-07-19,12,100,76.0,93.0,보통,합격
E00539,L0076,직원76,기획팀,대리,회사1,C010,언어 강좌 10,언어,이강사,중급,2026-02-16,2026-02-16,,8,20,,,,
E00540,L0145,직원145,인사팀,과장,회사3,C015,직장 예절 강좌 15,언어,최강사,중급,2025-11-27,2025-11-27,2026-01-23,12,100,97.0,73.0,낮음,합격
E00541,L0185,직원185,영업팀,대리,회사1,C011,언어 강좌 11,기본소양,김강사,초급,2026-03-19,2026-03-19,2026-04-30,10,100,60.0,81.0,높음,합격
E00542,L0045,직원45,인사팀,과장,회사3,C035,기본소양 강좌 35,직장 예절,한강사,초급,2025-07-07,2025-07-07,,2,98,,,,
E00543,L0083,직원83,기획팀,사원,회사3,C003,직장 예절 강좌 3,직장 예절,이강사,초급,2026-03-23,2026-03-23,2026-04-29,8,100,97.0,71.0,보통,합격
E00544,L0012,직원12,개발팀,부장,회사3,C044,기술 강좌 44,언어,김강사,중급,2025-08-09,2025-08-09,,8,35,,,,
E00545,L0105,직원105,재무팀,과장,회사1,C025,기술 강좌 25,기본소양,박강사,중급,2026-04-28,2026-04-28,2026-06-15,12,100,84.0,82.0,높음,합격
E00546,L0096,직원96,인사팀,대리,회사3,C024,직무 스킬 강좌 24,언어,한강사,중급,2026-01-07,2026-01-07,,10,77,,,,
E00547,L0035,직원35,영업팀,주임,회사3,C044,기술 강좌 44,언어,김강사,중급,2025-11-19,2025-11-19,,8,46,,,,
E00548,L0191,직원191,마케팅팀,사원,회사3,C031,기술 강좌 31,직무 스킬,이강사,중급,2026-04-30,2026-04-30,2026-05-22,12,100,93.0,96.0,낮음,합격
E00549,L0075,직원75,재무팀,주임,회사2,C008,직장 예절 강좌 8,기본소양,최강사,초급,2025-06-14,2025-06-14,,8,81,,,,
E00550,L0016,직원16,마케팅팀,과장,회사3,C035,기본소양 강좌 35,직장 예절,한강사,초급,2025-06-16,,,2,0,,,,
E00551,L0115,직원115,인사팀,부장,회사3,C039,언어 강좌 39,언어,박강사,중급,2026-06-07,2026-06-07,2026-06-08,6,100,93.0,83.0,낮음,합격
E00552,L0096,직원96,인사팀,대리,회사3,C044,기술 강좌 44,언어,김강사,중급,2025-08-28,2025-08-28,,8,17,,,,
E00553,L0004,직원4,마케팅팀,대리,회사1,C030,기본소양 강좌 30,기술,박강사,초급,2025-07-11,2025-07-11,2025-07-18,8,100,78.0,89.0,높음,합격
E00554,L0092,직원92,영업팀,사원,회사2,C048,기술 강좌 48,언어,정강사,고급,2025-10-01,2025-10-01,,10,25,,,,
E00555,L0072,직원72,인사팀,과장,회사1,C001,언어 강좌 1,언어,한강사,고급,2025-08-06,2025-08-06,2025-08-11,4,100,76.0,76.0,보통,합격
E00556,L0189,직원189,재무팀,사원,회사1,C044,기술 강좌 44,언어,김강사,중급,2026-03-09,,,8,0,,,,
E00557,L0155,직원155,기획팀,부장,회사2,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-12-30,2025-12-30,2026-01-11,10,100,92.0,91.0,높음,합격
E00558,L0077,직원77,인사팀,과장,회사1,C015,직장 예절 강좌 15,언어,최강사,중급,2025-09-13,2025-09-13,2025-09-26,12,100,75.0,80.0,보통,합격
E00559,L0008,직원8,인사팀,대리,회사3,C005,기술 강좌 5,리더십,김강사,초급,2025-10-06,2025-10-06,,4,82,,,,
E00560,L0174,직원174,인사팀,부장,회사2,C013,직무 스킬 강좌 13,리더십,김강사,중급,2025-09-08,,,2,0,,,,
E00561,L0153,직원153,마케팅팀,사원,회사2,C024,직무 스킬 강좌 24,언어,한강사,중급,2026-05-01,,,10,0,,,,
E00562,L0141,직원141,인사팀,부장,회사1,C022,기술 강좌 22,직장 예절,이강사,초급,2025-08-03,2025-08-03,2025-09-08,2,100,61.0,74.0,보통,합격
E00563,L0103,직원103,영업팀,사원,회사2,C050,언어 강좌 50,기술,박강사,중급,2025-11-04,2025-11-04,2025-12-27,12,100,74.0,71.0,높음,합격
E00564,L0171,직원171,재무팀,대리,회사1,C033,리더십 강좌 33,리더십,정강사,중급,2025-07-28,2025-07-28,2025-09-21,4,100,93.0,86.0,높음,합격
E00565,L0183,직원183,영업팀,대리,회사1,C040,언어 강좌 40,리더십,김강사,고급,2026-05-11,2026-05-11,,4,87,,,,
E00566,L0020,직원20,영업팀,과장,회사3,C043,직장 예절 강좌 43,기본소양,한강사,고급,2026-03-17,2026-03-17,,6,40,,,,
E00567,L0093,직원93,영업팀,대리,회사2,C010,언어 강좌 10,언어,이강사,중급,2026-05-21,2026-05-21,2026-07-14,8,100,75.0,73.0,높음,합격
E00568,L0165,직원165,마케팅팀,과장,회사3,C034,기술 강좌 34,직무 스킬,정강사,초급,2026-04-16,2026-04-16,2026-05-31,2,100,92.0,91.0,낮음,합격
E00569,L0055,직원55,재무팀,과장,회사2,C048,기술 강좌 48,언어,정강사,고급,2026-02-04,,,10,0,,,,
E00570,L0082,직원82,개발팀,대리,회사1,C004,기술 강좌 4,기본소양,이강사,초급,2025-08-29,2025-08-29,2025-08-30,6,100,70.0,82.0,높음,합격
E00571,L0142,직원142,재무팀,사원,회사1,C035,기본소양 강좌 35,직장 예절,한강사,초급,2026-05-30,2026-05-30,2026-06-14,2,100,95.0,95.0,낮음,합격
E00572,L0113,직원113,영업팀,사원,회사2,C008,직장 예절 강좌 8,기본소양,최강사,초급,2025-08-10,2025-08-10,,8,15,,,,
E00573,L0166,직원166,인사팀,사원,회사2,C012,기본소양 강좌 12,리더십,김강사,중급,2026-05-22,2026-05-22,2026-05-23,12,100,67.0,89.0,높음,합격
E00574,L0189,직원189,재무팀,사원,회사1,C041,직장 예절 강좌 41,언어,한강사,고급,2025-07-04,,,2,0,,,,
E00575,L0062,직원62,개발팀,과장,회사3,C015,직장 예절 강좌 15,언어,최강사,중급,2026-01-23,2026-01-23,,12,43,,,,
E00576,L0047,직원47,재무팀,사원,회사2,C006,리더십 강좌 6,기본소양,정강사,초급,2025-10-08,2025-10-08,2025-10-21,4,100,75.0,86.0,높음,합격
E00577,L0014,직원14,영업팀,주임,회사2,C009,직장 예절 강좌 9,언어,이강사,중급,2026-04-20,,,10,0,,,,
E00578,L0088,직원88,마케팅팀,사원,회사1,C006,리더십 강좌 6,기본소양,정강사,초급,2025-08-18,2025-08-18,2025-10-08,4,100,95.0,89.0,낮음,합격
E00579,L0087,직원87,재무팀,부장,회사3,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2026-03-28,2026-03-28,2026-05-13,10,100,72.0,91.0,높음,합격
E00580,L0188,직원188,인사팀,대리,회사1,C044,기술 강좌 44,언어,김강사,중급,2025-10-27,2025-10-27,2025-10-29,8,100,71.0,75.0,낮음,불합격
E00581,L0055,직원55,재무팀,과장,회사2,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-01-19,2026-01-19,,2,51,,,,
E00582,L0149,직원149,재무팀,과장,회사3,C039,언어 강좌 39,언어,박강사,중급,2026-01-22,2026-01-22,,6,72,,,,
E00583,L0075,직원75,재무팀,주임,회사2,C036,기본소양 강좌 36,언어,박강사,중급,2025-11-11,2025-11-11,,2,13,,,,
E00584,L0098,직원98,개발팀,주임,회사2,C043,직장 예절 강좌 43,기본소양,한강사,고급,2026-04-28,2026-04-28,2026-05-03,6,100,96.0,86.0,낮음,합격
E00585,L0037,직원37,재무팀,부장,회사3,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2025-12-14,2025-12-14,2026-01-01,2,100,86.0,73.0,낮음,합격
E00586,L0018,직원18,기획팀,주임,회사2,C041,직장 예절 강좌 41,언어,한강사,고급,2026-03-25,2026-03-25,2026-04-19,2,100,73.0,77.0,보통,합격
E00587,L0153,직원153,마케팅팀,사원,회사2,C014,직장 예절 강좌 14,언어,김강사,초급,2026-05-11,2026-05-11,2026-06-01,4,100,94.0,94.0,보통,불합격
E00588,L0168,직원168,기획팀,부장,회사2,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2025-07-03,2025-07-03,,2,84,,,,
E00589,L0155,직원155,기획팀,부장,회사2,C009,직장 예절 강좌 9,언어,이강사,중급,2026-03-22,2026-03-22,,10,62,,,,
E00590,L0053,직원53,영업팀,주임,회사2,C014,직장 예절 강좌 14,언어,김강사,초급,2025-10-23,2025-10-23,2025-11-11,4,100,80.0,83.0,낮음,합격
E00591,L0094,직원94,영업팀,주임,회사3,C034,기술 강좌 34,직무 스킬,정강사,초급,2025-08-12,2025-08-12,,2,91,,,,
E00592,L0093,직원93,영업팀,대리,회사2,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2025-12-26,2025-12-26,2026-02-04,10,100,63.0,92.0,보통,합격
E00593,L0181,직원181,재무팀,과장,회사1,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2025-07-16,2025-07-16,,6,47,,,,
E00594,L0092,직원92,영업팀,사원,회사2,C012,기본소양 강좌 12,리더십,김강사,중급,2026-02-21,2026-02-21,2026-02-25,12,100,81.0,74.0,높음,합격
E00595,L0068,직원68,마케팅팀,과장,회사1,C013,직무 스킬 강좌 13,리더십,김강사,중급,2025-09-11,2025-09-11,2025-09-14,2,100,72.0,99.0,높음,합격
E00596,L0089,직원89,인사팀,부장,회사3,C002,기술 강좌 2,리더십,한강사,중급,2025-06-29,2025-06-29,2025-08-17,4,100,80.0,70.0,높음,합격
E00597,L0036,직원36,인사팀,과장,회사2,C034,기술 강좌 34,직무 스킬,정강사,초급,2026-03-06,2026-03-06,,2,37,,,,
E00598,L0128,직원128,마케팅팀,사원,회사3,C030,기본소양 강좌 30,기술,박강사,초급,2025-10-20,2025-10-20,,8,77,,,,
E00599,L0071,직원71,개발팀,과장,회사2,C014,직장 예절 강좌 14,언어,김강사,초급,2026-04-22,2026-04-22,2026-05-13,4,100,73.0,71.0,낮음,합격
E00600,L0151,직원151,영업팀,주임,회사3,C019,직무 스킬 강좌 19,직무 스킬,한강사,중급,2026-01-08,2026-01-08,2026-02-15,4,100,70.0,90.0,낮음,합격
E00601,L0090,직원90,마케팅팀,사원,회사3,C010,언어 강좌 10,언어,이강사,중급,2025-10-20,2025-10-20,2025-10-27,8,100,95.0,94.0,낮음,합격
E00602,L0023,직원23,인사팀,과장,회사1,C032,직장 예절 강좌 32,기술,정강사,고급,2025-10-10,2025-10-10,,6,74,,,,
E00603,L0184,직원184,인사팀,주임,회사2,C046,기술 강좌 46,기본소양,이강사,초급,2026-05-10,2026-05-10,,4,52,,,,
E00604,L0189,직원189,재무팀,사원,회사1,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-12-17,2025-12-17,2025-12-26,10,100,91.0,81.0,보통,합격
E00605,L0142,직원142,재무팀,사원,회사1,C030,기본소양 강좌 30,기술,박강사,초급,2025-11-13,2025-11-13,2025-12-01,8,100,83.0,75.0,보통,합격
E00606,L0046,직원46,기획팀,대리,회사2,C010,언어 강좌 10,언어,이강사,중급,2026-03-16,2026-03-16,,8,67,,,,
E00607,L0075,직원75,재무팀,주임,회사2,C008,직장 예절 강좌 8,기본소양,최강사,초급,2025-09-23,,,8,0,,,,
E00608,L0189,직원189,재무팀,사원,회사1,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-06-28,2025-06-28,2025-06-30,10,100,83.0,84.0,높음,합격
E00609,L0081,직원81,기획팀,부장,회사2,C011,언어 강좌 11,기본소양,김강사,초급,2026-01-02,2026-01-02,2026-02-07,10,100,75.0,97.0,보통,합격
E00610,L0066,직원66,기획팀,주임,회사3,C021,언어 강좌 21,리더십,최강사,중급,2025-06-27,2025-06-27,,12,21,,,,
E00611,L0148,직원148,재무팀,대리,회사3,C032,직장 예절 강좌 32,기술,정강사,고급,2025-10-27,2025-10-27,,6,23,,,,
E00612,L0022,직원22,재무팀,주임,회사2,C044,기술 강좌 44,언어,김강사,중급,2025-09-27,2025-09-27,,8,89,,,,
E00613,L0076,직원76,기획팀,대리,회사1,C050,언어 강좌 50,기술,박강사,중급,2025-12-31,2025-12-31,2026-02-24,12,100,65.0,80.0,높음,합격
E00614,L0095,직원95,영업팀,주임,회사1,C014,직장 예절 강좌 14,언어,김강사,초급,2026-03-16,2026-03-16,,4,12,,,,
E00615,L0150,직원150,인사팀,부장,회사2,C035,기본소양 강좌 35,직장 예절,한강사,초급,2026-05-29,,,2,0,,,,
E00616,L0016,직원16,마케팅팀,과장,회사3,C043,직장 예절 강좌 43,기본소양,한강사,고급,2026-04-19,,,6,0,,,,
E00617,L0198,직원198,기획팀,대리,회사1,C036,기본소양 강좌 36,언어,박강사,중급,2025-10-08,2025-10-08,,2,18,,,,
E00618,L0036,직원36,인사팀,과장,회사2,C030,기본소양 강좌 30,기술,박강사,초급,2025-06-25,2025-06-25,2025-08-05,8,100,94.0,95.0,높음,합격
E00619,L0079,직원79,개발팀,사원,회사1,C012,기본소양 강좌 12,리더십,김강사,중급,2026-05-09,2026-05-09,2026-06-12,12,100,76.0,80.0,낮음,합격
E00620,L0077,직원77,인사팀,과장,회사1,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2026-01-22,2026-01-22,2026-02-21,10,100,68.0,74.0,보통,합격
E00621,L0084,직원84,인사팀,부장,회사3,C010,언어 강좌 10,언어,이강사,중급,2026-03-17,,,8,0,,,,
E00622,L0020,직원20,영업팀,과장,회사3,C046,기술 강좌 46,기본소양,이강사,초급,2025-06-11,2025-06-11,,4,65,,,,
E00623,L0009,직원9,영업팀,과장,회사3,C004,기술 강좌 4,기본소양,이강사,초급,2026-02-07,2026-02-07,,6,40,,,,
E00624,L0107,직원107,개발팀,과장,회사1,C048,기술 강좌 48,언어,정강사,고급,2025-06-13,2025-06-13,2025-08-01,10,100,65.0,88.0,보통,합격
E00625,L0148,직원148,재무팀,대리,회사3,C004,기술 강좌 4,기본소양,이강사,초급,2026-05-29,2026-05-29,,6,83,,,,
E00626,L0008,직원8,인사팀,대리,회사3,C005,기술 강좌 5,리더십,김강사,초급,2025-11-23,2025-11-23,,4,92,,,,
E00627,L0128,직원128,마케팅팀,사원,회사3,C030,기본소양 강좌 30,기술,박강사,초급,2026-01-11,,,8,0,,,,
E00628,L0054,직원54,재무팀,사원,회사2,C024,직무 스킬 강좌 24,언어,한강사,중급,2025-09-15,,,10,0,,,,
E00629,L0010,직원10,기획팀,대리,회사3,C033,리더십 강좌 33,리더십,정강사,중급,2026-03-13,2026-03-13,2026-03-20,4,100,87.0,80.0,보통,합격
E00630,L0151,직원151,영업팀,주임,회사3,C004,기술 강좌 4,기본소양,이강사,초급,2026-04-13,2026-04-13,,6,61,,,,
E00631,L0054,직원54,재무팀,사원,회사2,C025,기술 강좌 25,기본소양,박강사,중급,2025-09-26,2025-09-26,2025-11-01,12,100,89.0,93.0,높음,합격
E00632,L0162,직원162,개발팀,주임,회사3,C025,기술 강좌 25,기본소양,박강사,중급,2025-12-17,2025-12-17,2026-02-10,12,100,76.0,94.0,보통,합격
E00633,L0105,직원105,재무팀,과장,회사1,C033,리더십 강좌 33,리더십,정강사,중급,2026-01-26,2026-01-26,2026-03-16,4,100,78.0,82.0,보통,합격
E00634,L0007,직원7,기획팀,부장,회사1,C019,직무 스킬 강좌 19,직무 스킬,한강사,중급,2025-06-22,2025-06-22,2025-07-28,4,100,61.0,85.0,보통,합격
E00635,L0088,직원88,마케팅팀,사원,회사1,C040,언어 강좌 40,리더십,김강사,고급,2026-03-28,2026-03-28,2026-04-19,4,100,61.0,75.0,낮음,합격
E00636,L0142,직원142,재무팀,사원,회사1,C040,언어 강좌 40,리더십,김강사,고급,2026-01-12,2026-01-12,2026-01-24,4,100,68.0,70.0,높음,합격
E00637,L0044,직원44,인사팀,사원,회사2,C035,기본소양 강좌 35,직장 예절,한강사,초급,2025-06-16,2025-06-16,,2,88,,,,
E00638,L0084,직원84,인사팀,부장,회사3,C038,직무 스킬 강좌 38,언어,한강사,중급,2025-08-27,2025-08-27,,8,32,,,,
E00639,L0144,직원144,기획팀,부장,회사3,C020,직무 스킬 강좌 20,언어,최강사,중급,2026-01-20,2026-01-20,2026-03-20,2,100,87.0,86.0,높음,합격
E00640,L0128,직원128,마케팅팀,사원,회사3,C048,기술 강좌 48,언어,정강사,고급,2025-08-04,2025-08-04,,10,87,,,,
E00641,L0185,직원185,영업팀,대리,회사1,C040,언어 강좌 40,리더십,김강사,고급,2025-11-18,,,4,0,,,,
E00642,L0093,직원93,영업팀,대리,회사2,C043,직장 예절 강좌 43,기본소양,한강사,고급,2025-11-03,2025-11-03,,6,71,,,,
E00643,L0061,직원61,마케팅팀,대리,회사3,C012,기본소양 강좌 12,리더십,김강사,중급,2025-10-20,2025-10-20,2025-11-30,12,100,96.0,70.0,낮음,합격
E00644,L0036,직원36,인사팀,과장,회사2,C035,기본소양 강좌 35,직장 예절,한강사,초급,2025-11-02,2025-11-02,,2,77,,,,
E00645,L0156,직원156,인사팀,주임,회사2,C011,언어 강좌 11,기본소양,김강사,초급,2026-03-13,2026-03-13,2026-03-20,10,100,89.0,75.0,높음,합격
E00646,L0133,직원133,인사팀,주임,회사1,C029,직장 예절 강좌 29,리더십,박강사,초급,2026-05-29,2026-05-29,2026-06-27,10,100,79.0,93.0,낮음,합격
E00647,L0083,직원83,기획팀,사원,회사3,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2026-03-08,2026-03-08,2026-03-29,10,100,82.0,76.0,낮음,합격
E00648,L0140,직원140,인사팀,대리,회사2,C008,직장 예절 강좌 8,기본소양,최강사,초급,2026-04-22,2026-04-22,,8,52,,,,
E00649,L0085,직원85,마케팅팀,대리,회사1,C015,직장 예절 강좌 15,언어,최강사,중급,2026-01-22,2026-01-22,2026-02-07,12,100,71.0,98.0,높음,합격
E00650,L0165,직원165,마케팅팀,과장,회사3,C013,직무 스킬 강좌 13,리더십,김강사,중급,2025-07-19,2025-07-19,2025-09-14,2,100,94.0,77.0,보통,불합격
E00651,L0178,직원178,영업팀,과장,회사1,C001,언어 강좌 1,언어,한강사,고급,2026-02-26,2026-02-26,2026-03-07,4,100,87.0,94.0,보통,합격
E00652,L0182,직원182,재무팀,대리,회사2,C003,직장 예절 강좌 3,직장 예절,이강사,초급,2026-03-24,2026-03-24,2026-04-04,8,100,62.0,81.0,보통,합격
E00653,L0086,직원86,인사팀,과장,회사2,C020,직무 스킬 강좌 20,언어,최강사,중급,2026-04-20,2026-04-20,,2,40,,,,
E00654,L0147,직원147,마케팅팀,대리,회사1,C004,기술 강좌 4,기본소양,이강사,초급,2025-09-22,2025-09-22,2025-10-25,6,100,98.0,81.0,높음,합격
E00655,L0139,직원139,재무팀,사원,회사3,C040,언어 강좌 40,리더십,김강사,고급,2026-04-27,2026-04-27,,4,48,,,,
E00656,L0180,직원180,기획팀,사원,회사1,C040,언어 강좌 40,리더십,김강사,고급,2026-04-30,2026-04-30,,4,38,,,,
E00657,L0135,직원135,영업팀,대리,회사3,C031,기술 강좌 31,직무 스킬,이강사,중급,2026-02-11,2026-02-11,2026-03-22,12,100,94.0,73.0,낮음,합격
E00658,L0183,직원183,영업팀,대리,회사1,C005,기술 강좌 5,리더십,김강사,초급,2026-02-21,2026-02-21,2026-03-01,4,100,68.0,75.0,높음,합격
E00659,L0143,직원143,기획팀,사원,회사1,C035,기본소양 강좌 35,직장 예절,한강사,초급,2025-09-28,2025-09-28,2025-11-15,2,100,67.0,80.0,보통,합격
E00660,L0113,직원113,영업팀,사원,회사2,C023,리더십 강좌 23,직장 예절,박강사,중급,2025-12-26,2025-12-26,,10,44,,,,
E00661,L0175,직원175,개발팀,사원,회사2,C018,기본소양 강좌 18,직장 예절,박강사,고급,2025-08-10,2025-08-10,,2,34,,,,
E00662,L0028,직원28,개발팀,사원,회사2,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-07-16,2025-07-16,2025-07-30,6,100,77.0,71.0,높음,합격
E00663,L0179,직원179,인사팀,과장,회사3,C030,기본소양 강좌 30,기술,박강사,초급,2025-10-05,2025-10-05,,8,88,,,,
E00664,L0188,직원188,인사팀,대리,회사1,C023,리더십 강좌 23,직장 예절,박강사,중급,2026-01-21,2026-01-21,2026-03-04,10,100,65.0,72.0,높음,합격
E00665,L0041,직원41,재무팀,과장,회사2,C010,언어 강좌 10,언어,이강사,중급,2025-12-11,2025-12-11,,8,37,,,,
E00666,L0200,직원200,인사팀,사원,회사3,C027,기술 강좌 27,기술,박강사,고급,2025-11-04,2025-11-04,,8,39,,,,
E00667,L0085,직원85,마케팅팀,대리,회사1,C010,언어 강좌 10,언어,이강사,중급,2025-08-13,2025-08-13,2025-09-13,8,100,74.0,98.0,보통,합격
E00668,L0033,직원33,기획팀,대리,회사1,C013,직무 스킬 강좌 13,리더십,김강사,중급,2026-05-12,2026-05-12,,2,29,,,,
E00669,L0150,직원150,인사팀,부장,회사2,C044,기술 강좌 44,언어,김강사,중급,2026-01-29,2026-01-29,,8,84,,,,
E00670,L0017,직원17,개발팀,사원,회사2,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2026-05-24,2026-05-24,,2,22,,,,
E00671,L0089,직원89,인사팀,부장,회사3,C024,직무 스킬 강좌 24,언어,한강사,중급,2025-09-25,2025-09-25,,10,20,,,,
E00672,L0149,직원149,재무팀,과장,회사3,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-01-15,2026-01-15,2026-03-10,2,100,72.0,84.0,높음,합격
E00673,L0185,직원185,영업팀,대리,회사1,C002,기술 강좌 2,리더십,한강사,중급,2026-05-04,2026-05-04,2026-06-15,4,100,96.0,74.0,보통,불합격
E00674,L0061,직원61,마케팅팀,대리,회사3,C015,직장 예절 강좌 15,언어,최강사,중급,2025-07-16,2025-07-16,2025-07-20,12,100,82.0,96.0,보통,불합격
E00675,L0189,직원189,재무팀,사원,회사1,C031,기술 강좌 31,직무 스킬,이강사,중급,2025-08-29,2025-08-29,2025-10-21,12,100,93.0,85.0,낮음,합격
E00676,L0031,직원31,기획팀,부장,회사2,C032,직장 예절 강좌 32,기술,정강사,고급,2026-01-24,2026-01-24,,6,52,,,,
E00677,L0059,직원59,인사팀,과장,회사2,C040,언어 강좌 40,리더십,김강사,고급,2025-12-06,2025-12-06,,4,67,,,,
E00678,L0135,직원135,영업팀,대리,회사3,C023,리더십 강좌 23,직장 예절,박강사,중급,2026-03-05,2026-03-05,2026-03-26,10,100,97.0,97.0,보통,합격
E00679,L0161,직원161,마케팅팀,대리,회사2,C048,기술 강좌 48,언어,정강사,고급,2025-07-01,2025-07-01,2025-08-06,10,100,74.0,95.0,낮음,합격
E00680,L0179,직원179,인사팀,과장,회사3,C020,직무 스킬 강좌 20,언어,최강사,중급,2025-09-26,2025-09-26,2025-10-06,2,100,74.0,70.0,보통,합격
E00681,L0021,직원21,기획팀,과장,회사1,C029,직장 예절 강좌 29,리더십,박강사,초급,2025-07-17,2025-07-17,2025-09-01,10,100,65.0,91.0,높음,합격
E00682,L0077,직원77,인사팀,과장,회사1,C008,직장 예절 강좌 8,기본소양,최강사,초급,2026-03-08,2026-03-08,2026-03-24,8,100,98.0,91.0,낮음,합격
E00683,L0079,직원79,개발팀,사원,회사1,C031,기술 강좌 31,직무 스킬,이강사,중급,2026-05-13,2026-05-13,,12,93,,,,
E00684,L0046,직원46,기획팀,대리,회사2,C031,기술 강좌 31,직무 스킬,이강사,중급,2025-12-17,2025-12-17,2026-01-25,12,100,94.0,71.0,낮음,합격
E00685,L0029,직원29,영업팀,사원,회사3,C008,직장 예절 강좌 8,기본소양,최강사,초급,2026-02-25,2026-02-25,2026-04-02,8,100,70.0,91.0,보통,합격
E00686,L0100,직원100,기획팀,과장,회사2,C031,기술 강좌 31,직무 스킬,이강사,중급,2025-07-31,2025-07-31,,12,95,,,,
E00687,L0066,직원66,기획팀,주임,회사3,C023,리더십 강좌 23,직장 예절,박강사,중급,2026-04-08,2026-04-08,2026-05-24,10,100,73.0,83.0,높음,합격
E00688,L0126,직원126,마케팅팀,주임,회사3,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2026-05-04,2026-05-04,,10,12,,,,
E00689,L0049,직원49,마케팅팀,사원,회사1,C011,언어 강좌 11,기본소양,김강사,초급,2026-03-28,2026-03-28,,10,26,,,,
E00690,L0048,직원48,마케팅팀,대리,회사1,C037,직장 예절 강좌 37,직무 스킬,한강사,초급,2025-07-06,2025-07-06,2025-07-31,8,100,90.0,92.0,보통,합격
